country,sku,elasticity_raw,se,days,promo_days,elasticity,method
ES,VV-VITA-190,-3.30832134172686,1.4193357776024194,306,26,-2.355583226790931,estimated
ES,VV-VITA-197,-0.9616573174061901,1.0498096143784035,269,7,-1.821007256614555,estimated
ES,VV-VITA-198,-4.279715165527256,0.9130443078453666,323,13,-2.873568490180997,estimated
ES,VV-VITA-199,-0.7511883815281967,1.4565202495726661,236,11,-1.9188698651263054,estimated
ES,VV-VITA-202,-0.6612242876242572,1.2489725641827678,250,28,-1.8331558104025683,estimated
ES,VV-VITA-203,-0.7245219390141072,1.156817427331584,364,22,-1.8081880608341534,estimated
ES,VV-VITA-204,-2.691177097555874,1.4537195068528053,233,12,-2.2440490196897778,estimated
ES,VV-VITA-206,-3.9778316369432742,1.8799147834736194,310,12,-2.3502878816155186,estimated
ES,VV-VITA-207,2.6276680269310906,1.7007869598329037,354,23,-1.539055110604348,estimated
ES,VV-VITA-208,-1.9124702109005167,1.7476954650015046,283,6,-2.1241798546860253,estimated
ES,VV-VITA-215,-1.4870161950896992,1.2511611903432152,342,4,-2.0109328524938164,estimated
ES,VV-VITA-216,-0.5052066493920017,1.3280027356828146,204,6,-1.8325684408883545,estimated
ES,VV-VITA-222,-6.80588208039572,1.7199466096835903,245,17,-2.7402587204424074,estimated
ES,VV-VITA-223,-2.26685008419895,1.520610266279068,339,15,-2.171378711138773,estimated
ES,VV-VITA-225,-3.9263762311669543,1.5771741306433005,290,15,-2.413333560494972,estimated
ES,VV-VITA-227,1.530846428519643,2.148205163627456,234,16,-1.8418702157204938,estimated
ES,VV-VITA-228,-4.420489095377867,1.2524483122043772,303,21,-2.6385405424594257,estimated
ES,VV-VITA-230,-1.4241528306440738,1.4208736358902276,315,20,-2.0264468566530853,estimated
ES,VV-VITA-231,-4.293718279643063,1.1603019802883152,314,24,-2.6688164015072506,estimated
ES,VV-VITA-237,-2.36703017530124,1.1796626814126958,321,21,-2.2038111432168184,estimated
ES,VV-VITA-243,-4.436307302507151,1.4760116752447416,366,21,-2.527631137962606,estimated
ES,VV-VITA-247,-4.278670336963404,1.2488527298382843,365,29,-2.610267593834788,estimated
ES,VV-VITA-248,-4.427767917362516,0.7055793873379824,366,32,-3.2033350758992536,estimated
ES,VV-VITA-249,-4.575028903823987,1.8262308673564467,283,21,-2.4284283251267835,estimated
ES,VV-VITA-250,-1.4181574287769958,1.3196569656700992,357,21,-2.008979618286041,estimated
ES,VV-VITA-252,-1.120850011295806,1.3896815120936705,204,19,-1.9668213214339567,estimated
ES,VV-VITA-256,-2.651461658519677,1.3014531721293219,328,3,-2.253919285866207,estimated
ES,VV-VITA-257,-0.5353848046832745,1.0492892364835262,251,7,-1.7016987796398662,estimated
ES,VV-VITA-259,-1.844488681722975,1.078285342004766,314,1,-2.0707233434926113,estimated
ES,VV-VITA-262,-3.6118102136879315,1.629499808020027,137,10,-2.355645797090477,estimated
ES,VV-VITA-264,-2.190195879420878,1.2824303397609924,239,19,-2.161265470101469,estimated
ES,VV-VITA-265,-4.052643773136999,1.4673654137411964,358,3,-2.4678566754667806,estimated
ES,VV-VITA-266,-2.807205315985781,0.5298379493676386,324,34,-2.5479158975994447,estimated
ES,VV-VITA-274,-1.8167663597166772,1.263882982865514,357,2,-2.0827111456381813,estimated
ES,VV-VITA-276,-2.915649825019399,0.9421289418614619,366,6,-2.4011310953112135,estimated
ES,VV-VITA-277,-1.5221225578815056,0.9462308345532728,298,15,-1.9498791787433554,estimated
